order_id,order_type,prep_time,wait_time
4060,Online,15,23
4060,Online,8,11
4061,Online,8,11
4062,In-store,10,18
4063,Online,11,19
4063,In-store,7,10
4063,Online,12,16
4064,In-store,7,9
4064,In-store,7,12
4064,In-store,10,17
4064,In-store,9,17
4064,Online,10,12
4064,Online,15,23
4064,In-store,6,13
4064,In-store,7,11
4064,Online,13,18
4065,Online,10,14
4066,In-store,5,10
4067,In-store,9,13
4068,Online,9,14
4068,In-store,7,9
4068,In-store,6,9
4068,In-store,8,10
4069,Online,9,11
4070,In-store,7,14
4070,Online,8,13
4071,Online,15,23
4072,Online,9,15
4072,In-store,8,10
4072,In-store,7,10
4072,In-store,8,14
4073,In-store,10,15
4073,In-store,8,16
4073,Online,12,17
4074,In-store,8,13
4075,In-store,9,13
4076,In-store,5,7
4076,In-store,8,12
4077,In-store,8,14
4077,Online,11,14
4077,In-store,5,10
4077,In-store,7,12
4077,Online,11,18
4077,In-store,8,16
4077,Online,15,18
4077,Online,9,11
4077,Online,9,14
4078,Online,14,18
4078,Online,8,10
4078,Online,8,12
4078,In-store,5,12
4079,In-store,5,10
4080,In-store,9,11
4080,Online,15,18
4081,In-store,10,14
4082,Online,12,14
4082,Online,15,19
4083,In-store,9,15
4083,In-store,8,16
4083,In-store,10,14
4084,Online,10,14
4085,In-store,9,13
4086,In-store,10,15
4086,Online,9,17
4087,Online,8,12
4087,In-store,6,10
4087,Online,9,11
4088,In-store,7,9
4088,In-store,6,10
4089,Online,9,17
4089,In-store,8,14
4089,In-store,10,18
4089,In-store,10,12
4090,In-store,6,13
4090,In-store,6,13
4091,Online,14,17
4091,In-store,5,8
4092,In-store,8,13
4092,In-store,5,7
4093,In-store,6,9
4093,In-store,8,13
4093,In-store,5,8
4093,In-store,6,9
4094,In-store,7,14
4095,In-store,7,12
4096,Online,14,16
4097,Online,15,23
4097,In-store,9,15
4097,In-store,7,13
4097,Online,15,21
4098,In-store,6,12
4098,In-store,5,11
4099,Online,15,22
4099,In-store,9,17
4100,Online,14,17
4101,In-store,10,15
4102,In-store,5,10
4102,In-store,6,9
4103,In-store,7,10
4103,In-store,6,9
4103,In-store,5,9
4103,In-store,7,15
4104,In-store,10,12
4105,Online,9,14
4105,Online,10,13
4105,In-store,10,13
4105,Online,9,11
4106,Online,11,14
4106,In-store,10,13
4107,Online,12,19
4107,In-store,9,17
4108,In-store,10,16
4108,In-store,7,10
4108,Online,14,22
4108,Online,14,17
4109,Online,12,17
4109,In-store,5,7
4109,In-store,6,14
4109,Online,10,13
4110,In-store,9,13
4110,Online,10,18
4110,In-store,8,16
4110,Online,15,22
4111,In-store,10,16
4111,In-store,5,11
4112,Online,12,14
4112,In-store,6,10
4112,In-store,8,10
4113,In-store,6,8
4114,In-store,5,10
4115,In-store,9,11
4116,In-store,9,17
4117,In-store,7,13
4118,Online,9,15
4119,In-store,7,11
4120,In-store,5,10
4120,In-store,10,16
4121,In-store,6,10
4121,Online,15,19
4121,Online,15,21
4121,In-store,10,14
4122,Online,10,12
4122,In-store,10,12
4122,Online,13,18
4123,Online,12,19
4123,In-store,10,13
4123,In-store,6,9
4123,In-store,10,16
4123,Online,15,19
4123,In-store,10,18
4123,In-store,5,8
4123,In-store,7,12
4123,Online,10,17
4123,In-store,10,17
4123,In-store,8,10
4124,In-store,5,13
4124,Online,10,16
4124,In-store,9,12
4124,In-store,7,11
4125,Online,10,18
4126,Online,14,22
4127,In-store,9,12
4128,In-store,7,11
4129,Online,15,22
4130,In-store,6,10
4130,Online,14,21
4130,Online,10,16
4131,In-store,7,10
4131,In-store,5,8
4131,In-store,7,15
4131,In-store,5,11
4131,Online,14,18
4131,In-store,9,16
4131,In-store,5,12
4132,Online,14,17
4132,Online,9,17
4132,Online,13,18
4132,In-store,9,15
4133,In-store,7,15
4134,In-store,6,11
4134,Online,10,13
4135,In-store,8,15
4135,In-store,8,13
4136,Online,8,12
4136,In-store,10,13
4136,In-store,10,12
4136,In-store,6,8
4136,Online,8,14
4137,In-store,7,14
4138,In-store,10,16
4138,In-store,10,18
4139,In-store,7,15
4140,In-store,5,8
4141,In-store,7,10
4142,Online,12,17
4142,Online,11,14
4143,In-store,10,13
4144,In-store,5,12
4144,In-store,7,11
4145,Online,12,14
4145,Online,14,20
4145,Online,15,18
4145,Online,15,21
4146,In-store,9,12
4147,Online,11,14
4147,In-store,7,12
4147,In-store,9,11
4148,In-store,5,9
4149,In-store,6,10
4149,In-store,5,10
4150,Online,10,16
4150,In-store,8,16
4150,In-store,10,16
4150,In-store,7,12
4151,In-store,8,12
4151,In-store,9,13
4152,In-store,5,8
4152,In-store,6,13
4153,Online,11,19
4153,Online,10,13
4154,Online,10,16
4155,In-store,8,11
4155,In-store,10,14
4155,In-store,8,13
4156,In-store,10,13
4157,Online,11,17
4158,In-store,5,10
4158,In-store,6,9
4159,In-store,9,13
4160,In-store,8,16
4160,Online,13,19
4161,In-store,7,9
4161,In-store,5,10
4161,Online,12,15
4162,In-store,6,8
4162,Online,9,12
4162,In-store,5,11
4163,In-store,10,13
4164,Online,14,18
4165,Online,8,14
4165,Online,12,17
4166,Online,9,16
4166,In-store,10,16
4166,In-store,10,18
4166,In-store,10,12
4167,Online,13,21
4167,In-store,5,7
4167,Online,10,12
4167,In-store,7,12
4168,In-store,9,17
4168,In-store,5,7
4169,In-store,10,15
4170,Online,10,12
4170,Online,12,19
4170,Online,10,12
4171,Online,14,21
4172,Online,13,20
4173,In-store,6,8
4173,In-store,5,8
4174,Online,12,14
4175,Online,8,16
4176,In-store,10,17
4177,In-store,5,11
4177,Online,12,20
4177,In-store,5,12
4177,In-store,8,13
4178,In-store,6,9
4178,Online,11,18
4179,In-store,5,7
4180,In-store,6,14
4180,Online,9,11
4181,Online,15,20
4182,In-store,10,12
4182,In-store,8,11
4182,Online,11,13
4183,In-store,10,14
4184,In-store,7,9
4184,In-store,5,8
4184,Online,13,21
4184,In-store,5,13
4184,Online,9,13
4185,In-store,9,17
4186,In-store,8,10
4186,In-store,8,14
4186,In-store,9,16
4186,In-store,9,12
4186,In-store,10,13
4186,In-store,10,18
4186,Online,11,14
4186,In-store,8,13
4186,In-store,9,16
4186,Online,10,12
4186,Online,15,17
4186,Online,13,16
4187,In-store,10,14
4188,In-store,9,12
4189,In-store,5,7
4189,Online,12,15
4189,In-store,8,15
4189,In-store,10,17
4189,In-store,7,12
4190,In-store,8,10
4191,In-store,6,11
4192,In-store,6,9
4192,Online,11,18
4193,In-store,8,16
4194,Online,13,21
4194,In-store,8,12
4194,Online,15,18
4195,Online,10,15
4195,In-store,5,8
4195,In-store,7,12
4195,Online,15,23
4196,In-store,9,16
4197,In-store,9,11
4198,Online,10,15
4198,Online,11,17
4199,In-store,9,17
4199,In-store,5,7
4200,Online,14,21
4201,Online,8,13
4201,In-store,9,13
4202,In-store,5,9
4202,In-store,6,8
4203,Online,15,22
4203,In-store,6,14
4203,In-store,5,12
4204,In-store,6,9
4204,In-store,10,16
4205,Online,15,19
4205,Online,13,19
4206,In-store,5,10
4206,In-store,8,16
4206,In-store,7,15
4206,In-store,8,13
4207,In-store,5,7
4207,Online,14,19
4207,Online,10,14
4207,In-store,5,8
4208,In-store,9,14
4208,In-store,10,14
4208,In-store,7,15
4209,In-store,10,17
4209,In-store,9,16
4210,In-store,8,14
4210,Online,15,17
4211,Online,14,22
4211,In-store,6,13
4212,In-store,5,8
4212,Online,9,14
4213,In-store,6,9
4213,Online,11,19
4214,In-store,9,13
4215,In-store,6,13
4215,Online,12,16
4216,Online,13,17
4216,Online,9,12
4216,Online,15,23
4216,Online,9,15
4217,In-store,9,17
4218,In-store,7,14
4219,In-store,7,14
4219,Online,14,21
4220,Online,14,19
4220,In-store,8,12
4220,In-store,8,15
4221,In-store,5,12
4222,Online,8,13
4223,In-store,9,12
4224,In-store,5,8
4224,In-store,5,13
4224,Online,8,11
4225,Online,8,11
4225,Online,13,19
4226,In-store,10,16
4227,In-store,10,15
4227,In-store,9,15
4228,In-store,5,9
4228,In-store,7,11
4228,In-store,8,15
4229,Online,13,20
4230,In-store,8,14
4231,Online,13,20
4231,Online,9,13
4232,Online,9,13
4232,Online,8,14
4232,In-store,9,14
4232,Online,11,14
4232,In-store,6,8
4232,Online,15,17
4232,In-store,9,11
4232,Online,10,14
4232,In-store,8,14
4232,In-store,5,10
4232,In-store,8,14
4232,In-store,6,8
4233,Online,9,13
4233,Online,11,13
4233,Online,15,17
4234,Online,14,22
4234,In-store,9,12
4235,In-store,7,13
4235,In-store,6,10
4235,Online,15,20
4235,In-store,5,13
4235,In-store,7,9
4236,In-store,8,11
4236,In-store,5,10
4236,In-store,7,15
4237,In-store,8,14
4238,In-store,5,8
4238,In-store,8,16
4238,In-store,10,17
4238,Online,8,14
4239,In-store,5,7
4240,In-store,10,16
4240,In-store,9,15
4241,Online,15,17
4241,In-store,9,15
4242,In-store,9,16
4243,In-store,10,18
4244,In-store,5,12
4244,Online,9,17
4244,In-store,5,8
4245,In-store,8,13
4245,Online,10,17
4245,In-store,7,10
4245,In-store,9,14
4246,Online,8,11
4247,In-store,9,15
4247,Online,12,20
4247,In-store,9,13
4247,In-store,9,14
4248,In-store,9,16
4248,In-store,5,13
4249,Online,13,21
4249,In-store,5,10
4250,In-store,10,18
4250,In-store,5,8
4251,In-store,8,10
4251,In-store,10,13
4251,In-store,10,14
4252,In-store,9,13
4253,Online,11,19
4253,Online,15,21
4254,Online,13,21
4254,In-store,6,10
4254,In-store,9,15
4255,Online,11,19
4256,In-store,10,13
4256,Online,9,13
4257,Online,9,15
4257,Online,9,14
4257,In-store,10,12
4258,In-store,6,11
4259,In-store,7,12
4259,In-store,6,12
4260,In-store,6,8
4260,In-store,5,9
4261,In-store,6,9
4261,Online,10,14
4261,Online,14,18
4261,In-store,10,16
4262,Online,12,15
4263,Online,13,15
4263,In-store,8,11
4263,Online,13,21
4264,Online,14,17
4264,In-store,9,15
4264,Online,15,20
4264,Online,13,21
4265,Online,10,13
4265,Online,14,20
4266,Online,15,20
4266,In-store,5,10
4266,In-store,8,15
4267,Online,9,17
4267,In-store,10,15
4267,In-store,8,13
4268,In-store,7,9
4269,In-store,9,11
4269,In-store,9,13
4269,In-store,6,9
4269,In-store,8,16
4270,In-store,8,11
4270,Online,10,15
4271,In-store,9,14
4271,In-store,5,9
4271,In-store,10,14
4272,In-store,7,9
4272,In-store,9,11
4273,In-store,8,15
4273,In-store,10,13
4273,In-store,5,7
4274,In-store,5,10
4275,In-store,8,15
4276,In-store,8,13
4276,Online,15,19
4276,In-store,5,11
4276,Online,9,14
4277,In-store,5,11
4277,Online,9,11
4278,In-store,6,12
4278,Online,15,20
4279,Online,14,16
4279,Online,12,16
4280,In-store,5,9
4281,In-store,9,14
4282,In-store,8,14
4282,In-store,8,14
4283,Online,12,20
4283,In-store,7,11
4284,Online,11,14
4284,In-store,10,12
4285,Online,12,17
4285,In-store,8,13
4285,Online,8,12
4285,In-store,10,17
4286,In-store,7,12
4287,In-store,5,8
4287,Online,15,21
4288,In-store,5,13
4288,In-store,5,11
4288,In-store,8,13
4289,Online,14,22
4289,Online,10,13
4289,Online,8,11
4290,Online,11,17
4290,In-store,7,9
4290,Online,12,16
4291,Online,15,18
4291,Online,8,12
4292,In-store,10,12
4292,In-store,8,15
4292,In-store,5,11
4292,In-store,9,14
4293,In-store,8,10
4294,In-store,5,13
4294,In-store,9,15
4295,Online,10,15
4295,Online,10,12
4295,In-store,5,12
4295,In-store,5,13
4296,In-store,8,16
4297,In-store,8,10
4297,Online,13,18
4297,Online,10,15
4297,Online,14,22
4298,In-store,5,11
4298,In-store,9,16
4299,Online,14,22
4300,In-store,8,15
4300,In-store,9,13
4300,Online,10,16
4301,Online,8,16
4301,Online,14,16
4302,In-store,7,10
4303,In-store,9,17
4303,Online,13,18
4304,In-store,9,14
4305,In-store,7,9
4305,Online,15,19
4305,Online,8,12
4305,In-store,10,14
4305,In-store,6,14
4305,In-store,9,15
4305,In-store,9,16
4305,In-store,7,9
4305,Online,9,15
4305,In-store,6,10
4305,In-store,5,12
4305,In-store,8,10
4305,In-store,5,13
4305,In-store,5,8
4306,In-store,5,7
4306,In-store,10,16
4306,In-store,7,13
4306,In-store,7,14
4307,In-store,9,15
4308,In-store,5,11
4308,In-store,8,12
4309,In-store,6,14
4310,Online,9,16
4310,In-store,10,14
4310,In-store,7,14
4310,In-store,6,14
4311,In-store,9,16
4311,In-store,10,12
4311,In-store,7,12
4312,In-store,6,11
4313,In-store,6,12
4314,Online,12,17
4314,In-store,7,13
4314,Online,15,22
4314,Online,8,14
4315,Online,9,17
4315,In-store,9,13
4316,Online,10,12
4317,Online,10,16
4317,Online,8,14
4317,In-store,5,11
4318,In-store,5,10
4319,In-store,9,14
4319,In-store,8,15
4320,In-store,7,13
4320,In-store,8,10
4320,Online,15,17
4321,In-store,7,13
4322,In-store,9,11
4322,In-store,10,16
4322,In-store,9,14
4323,Online,13,16
4323,In-store,9,14
4324,In-store,7,9
4325,In-store,7,13
4325,In-store,8,11
4326,In-store,8,13
4326,In-store,10,12
4327,Online,11,19
4328,In-store,5,10
4329,In-store,5,10
4329,In-store,5,8
4330,Online,15,22
4330,In-store,10,12
4330,In-store,9,16
4331,Online,12,17
4331,In-store,6,14
4332,Online,13,16
4333,In-store,5,9
4333,Online,12,20
4334,In-store,10,13
4335,In-store,7,14
4336,In-store,7,10
4337,In-store,9,16
4337,Online,13,21
4338,In-store,8,15
4339,Online,14,19
4340,In-store,5,9
4340,In-store,5,8
4341,In-store,7,13
4341,In-store,10,14
4342,Online,15,22
4342,Online,15,21
4342,In-store,9,13
4342,In-store,7,15
4343,In-store,6,9
4343,In-store,5,9
4343,Online,13,16
4343,In-store,6,11
4344,In-store,7,11
4344,Online,13,21
4345,Online,13,19
4345,Online,11,17
4345,In-store,7,15
4346,Online,10,13
4346,In-store,10,17
4347,Online,12,19
4348,Online,10,16
4349,In-store,8,10
4350,Online,11,15
4350,In-store,8,12
4350,Online,11,18
4350,In-store,5,12
4351,In-store,5,12
4351,Online,8,14
4351,In-store,9,12
4351,In-store,6,12
4352,In-store,10,13
4352,Online,10,12
4353,Online,15,21
4354,In-store,6,8
4354,Online,10,18
4355,Online,13,15
4356,Online,11,15
4356,In-store,7,15
4356,In-store,8,10
4356,Online,15,18
4357,In-store,6,14
4357,In-store,9,17
4357,Online,8,16
4357,In-store,8,11
4358,In-store,7,9
4358,In-store,10,17
4358,Online,12,16
4359,Online,13,20
4359,In-store,6,10
4359,In-store,7,14
4360,In-store,8,15
4361,In-store,9,16
4362,In-store,5,8
4363,In-store,7,9
4363,In-store,8,13
4363,In-store,7,11
4363,In-store,5,11
4363,In-store,10,17
4363,Online,9,16
4363,In-store,10,16
4363,In-store,9,17
4363,In-store,9,13
4363,In-store,9,12
4364,Online,15,21
4364,In-store,7,14
4364,In-store,7,12
4364,In-store,5,7
4364,Online,13,18
4364,In-store,6,12
4364,Online,12,19
4364,Online,13,16
4365,In-store,6,11
4365,In-store,9,16
4366,In-store,7,14
4367,In-store,9,16
4368,Online,8,16
4369,In-store,10,16
4369,In-store,6,13
4370,In-store,9,15
4371,In-store,10,16
4371,Online,10,18
4371,In-store,10,12
4372,In-store,7,15
4372,In-store,5,12
4372,In-store,6,11
4372,Online,13,19
4373,In-store,9,11
4374,In-store,5,13
4375,Online,11,17
4375,In-store,6,14
4375,In-store,7,10
4376,In-store,6,14
4376,In-store,8,16
4377,In-store,5,12
4377,In-store,9,15
4377,Online,15,21
4378,Online,14,22
4378,In-store,8,13
4379,In-store,6,9
4379,In-store,10,12
4379,In-store,5,10
4380,In-store,5,7
4380,Online,9,13
4380,Online,12,16
4381,In-store,7,15
4381,In-store,10,17
4381,Online,8,14
4381,Online,14,22
4382,Online,9,17
4382,In-store,9,14
4383,In-store,5,7
4383,In-store,7,13
4383,In-store,5,10
4384,In-store,10,16
4384,Online,8,11
4385,In-store,7,13
4385,Online,11,18
4385,Online,12,18
4385,In-store,6,9
4386,In-store,6,12
4386,Online,8,13
4386,Online,13,21
4387,Online,13,16
4387,In-store,5,8
4388,Online,11,16
4389,Online,12,14
4389,In-store,9,11
4390,Online,10,17
4390,Online,13,15
4391,Online,10,17
4391,Online,10,15
4391,In-store,8,16
4391,In-store,8,10
4392,In-store,9,14
4392,In-store,10,15
4393,In-store,10,13
4393,Online,11,18
4394,In-store,10,12
4394,In-store,9,14
4395,Online,8,12
4395,In-store,9,17
4395,In-store,8,15
4396,Online,8,10
4396,In-store,9,16
4396,In-store,5,12
4397,In-store,8,15
4397,In-store,5,10
4397,In-store,9,17
4398,In-store,8,16
4399,In-store,8,15
4400,In-store,7,11
4400,In-store,6,8
4400,In-store,10,15
4401,In-store,8,15
4401,In-store,7,9
4401,Online,15,19
4402,In-store,6,14
4403,Online,15,18
4403,In-store,7,13
4404,Online,12,19
4404,Online,10,17
4405,In-store,6,13
4405,In-store,7,9
4406,In-store,8,12
4406,In-store,8,13
4406,In-store,10,12
4407,In-store,10,14
4408,Online,10,15
4409,In-store,10,12
4410,In-store,5,11
4411,In-store,9,16
4412,In-store,8,10
4412,In-store,9,12
4413,In-store,7,13
4414,In-store,10,18
4415,Online,15,21
4416,In-store,8,12
4416,In-store,9,14
4416,In-store,10,16
4416,Online,9,16
4416,Online,10,16
4416,Online,14,17
4417,In-store,8,15
4418,In-store,6,11
4419,In-store,10,17
4420,In-store,9,14
4420,In-store,5,7
4421,Online,8,16
4422,In-store,10,18
4422,In-store,7,12
4422,In-store,10,12
4422,In-store,10,12
4422,In-store,9,14
4422,In-store,8,12
4422,Online,12,16
4422,Online,14,18
4422,In-store,7,13
4422,In-store,9,15
4422,In-store,6,11
4423,Online,12,15
4423,In-store,5,10
4423,Online,11,19
4423,Online,9,16
4423,Online,12,20
4423,In-store,10,18
4423,In-store,6,13
4424,In-store,9,13
4425,Online,10,16
4425,In-store,5,13
4425,In-store,7,12
4425,In-store,5,12
4426,In-store,8,11
4426,In-store,10,18
4427,In-store,5,9
4428,In-store,7,10
4428,In-store,8,11
4428,In-store,7,11
4429,Online,9,14
4430,Online,11,16
4431,In-store,7,13
4432,In-store,10,15
4432,In-store,10,13
4432,In-store,9,16
4433,Online,10,12
4434,In-store,9,13
4435,In-store,8,13
4436,Online,14,19
4436,In-store,9,17
4437,In-store,6,8
4438,In-store,5,13
4438,Online,9,12
4438,Online,15,22
4439,Online,13,21
4439,In-store,6,11
4439,In-store,9,14
4440,In-store,7,14
4440,In-store,10,16
4441,In-store,9,15
4441,In-store,5,8
4441,Online,13,20
4441,In-store,7,10
4442,In-store,5,9
4442,Online,9,15
4443,In-store,8,14
4444,In-store,7,9
4444,Online,8,13
4444,Online,14,20
4444,Online,8,10
4445,Online,13,15
4445,In-store,7,15
4445,In-store,8,12
4446,In-store,7,9
4447,Online,13,20
4447,Online,8,10
4447,Online,8,16
4447,Online,14,21
4448,In-store,10,18
4449,Online,13,20
4449,Online,14,17
4450,In-store,6,9
4451,In-store,6,10
4451,Online,12,19
4452,In-store,7,13
4453,Online,10,12
4454,In-store,10,17
4454,In-store,8,13
4455,Online,12,15
4455,Online,14,22
4455,Online,11,15
4456,In-store,10,13
4456,In-store,10,18
4457,In-store,10,12
4457,In-store,9,11
4457,In-store,5,9
4457,Online,10,13
4458,Online,14,22
4458,In-store,9,11
4458,In-store,7,14
4459,Online,11,16
4460,Online,8,15
4460,In-store,5,11
4460,In-store,7,15
4460,In-store,5,11
4461,In-store,7,13
4462,Online,13,20
4463,Online,13,15
4463,In-store,5,9
4464,Online,9,15
4464,In-store,8,14
4465,In-store,5,11
4466,Online,9,17
4466,In-store,6,8
4467,Online,11,15
4467,In-store,6,9
4467,In-store,5,12
4468,In-store,8,14
4469,In-store,10,13
4469,Online,13,19
4469,In-store,5,13
4470,In-store,10,18
4470,In-store,5,13
4470,In-store,7,11
4471,Online,8,15
4471,Online,10,13
4471,In-store,9,15
4471,Online,9,11
4472,In-store,7,14
4473,In-store,9,12
4474,In-store,9,14
4474,In-store,5,12
4475,In-store,10,13
4476,In-store,10,14
4477,In-store,5,10
4477,Online,14,22
4477,In-store,8,11
4477,In-store,9,17
4478,In-store,10,18
4478,In-store,9,14
4478,In-store,5,8
4478,In-store,8,16
4479,In-store,8,12
4479,In-store,6,10
4479,In-store,7,13
4479,In-store,8,15
4479,In-store,7,12
4479,In-store,9,14
4479,Online,14,21
4479,In-store,7,12
4479,In-store,8,12
4479,In-store,9,12
4480,Online,10,17
4481,In-store,10,12
4482,Online,13,15
4482,Online,10,17
4482,Online,10,15
4482,Online,11,13
4482,In-store,7,12
4482,Online,11,15
4482,Online,9,11
4482,Online,10,15
4482,In-store,5,12
4482,In-store,7,12
4482,In-store,7,9
4482,In-store,9,12
4482,In-store,7,11
4482,In-store,6,12
4483,In-store,9,16
4484,In-store,10,17
4484,Online,12,15
4485,In-store,7,15
4485,In-store,10,18
4486,In-store,5,9
4487,In-store,10,18
4487,In-store,5,13
4487,In-store,5,8
4487,In-store,7,13
4488,Online,9,11
4488,Online,10,15
4488,In-store,10,18
4488,Online,15,17
4489,Online,10,12
4489,Online,13,18
4490,In-store,7,9
4491,In-store,5,7
4491,Online,10,18
4492,In-store,10,15
4492,Online,8,13
4493,In-store,10,15
4493,In-store,8,13
4494,In-store,9,12
4494,In-store,10,17
4495,In-store,5,7
4495,In-store,10,15
4496,In-store,6,13
4496,In-store,6,12
4496,In-store,7,12
4496,In-store,9,17
4497,In-store,9,12
4498,In-store,6,10
4498,Online,11,16
4499,In-store,5,10
4499,In-store,6,13
4500,In-store,10,17
4500,Online,10,12
4501,In-store,8,12
4501,In-store,9,14
4501,Online,10,18
4502,Online,14,17
4502,Online,15,18
4503,Online,11,19
4503,In-store,8,12
4504,In-store,7,15
4504,In-store,9,16
4505,In-store,5,11
4505,Online,11,17
4505,Online,14,21
4506,In-store,8,12
4506,In-store,5,9
4506,In-store,5,9
4507,In-store,7,11
4507,In-store,5,7
4507,In-store,6,11
4508,In-store,9,12
4508,Online,13,21
4509,In-store,9,13
4510,In-store,7,11
4510,Online,13,17
4510,Online,13,21
4510,In-store,6,8
4511,In-store,8,12
4511,In-store,9,11
4511,In-store,8,16
4512,Online,12,18
4512,In-store,10,12
4513,In-store,8,15
4513,Online,8,10
4513,In-store,7,11
4513,In-store,10,16
4514,In-store,9,11
4514,Online,13,15
4515,In-store,6,14
4515,In-store,5,8
4516,Online,9,13
4517,Online,9,16
4518,Online,15,18
4518,In-store,7,14
4519,In-store,10,17
4520,In-store,7,10
4520,In-store,5,8
4520,In-store,7,12
4521,Online,10,17
4521,In-store,10,14
4521,In-store,9,11
4522,Online,9,15
4523,In-store,8,15
4524,Online,10,17
4524,Online,13,17
4525,In-store,10,16
4525,In-store,8,12
4525,In-store,5,7
4525,In-store,5,13
4526,In-store,5,9
4526,Online,10,14
4527,In-store,7,15
4527,In-store,6,10
4527,In-store,10,17
4527,Online,15,19
4528,Online,10,14
4528,Online,13,15
4529,In-store,8,15
4529,In-store,5,8
4530,Online,13,15
4531,In-store,7,11
4531,In-store,10,14
4532,In-store,6,9
4532,Online,9,14
4532,In-store,5,8
4533,Online,10,15
4533,Online,10,12
4533,In-store,5,12
4533,In-store,10,15
4534,In-store,7,9
4534,In-store,5,8
4534,In-store,9,16
4535,In-store,9,12
4536,Online,11,19
4537,Online,13,20
4537,In-store,9,12
4538,In-store,9,15
4538,In-store,5,8
4538,In-store,10,13
4539,In-store,6,8
4539,In-store,6,8
4540,In-store,6,14
4540,Online,13,17
4541,In-store,6,14
4541,Online,12,19
4542,In-store,6,8
4543,Online,12,19
4543,In-store,7,10
4544,Online,15,20
4544,In-store,5,9
4544,Online,10,14
4545,In-store,8,16
4546,In-store,8,11
4546,In-store,9,15
4547,Online,8,13
4548,In-store,8,16
4548,In-store,10,13
4548,Online,11,19
4548,In-store,6,8
4549,Online,12,15
4550,In-store,9,15
4550,Online,14,21
4551,In-store,7,14
4552,In-store,7,10
4552,In-store,5,8
4553,In-store,8,10
4554,In-store,8,13
4555,In-store,5,7
4555,In-store,7,9
4555,In-store,5,12
4555,In-store,8,13
4555,Online,8,12
4555,Online,10,16
4555,Online,8,12
4555,In-store,7,9
4556,In-store,10,18
4556,Online,14,16
4557,Online,11,17
4558,In-store,5,7
4559,Online,11,13
4560,Online,11,17
4560,Online,8,11
4560,Online,12,14
4561,In-store,9,17
4562,Online,8,11
4562,In-store,6,9
4563,In-store,10,16
4563,In-store,7,12
4563,Online,14,17
4564,In-store,9,14
4565,In-store,10,17
4565,In-store,10,14
4566,Online,15,21
4566,Online,14,17
4566,In-store,5,7
4567,Online,13,16
4567,In-store,8,13
4568,In-store,9,15
4568,In-store,7,9
4569,In-store,5,8
4569,In-store,10,16
4570,Online,14,18
4571,In-store,6,13
4572,In-store,8,13
4572,In-store,5,13
4573,In-store,9,17
4573,In-store,10,15
4573,In-store,7,15
4574,Online,9,16
4575,Online,9,12
4575,In-store,10,16
4576,Online,15,23
4576,Online,10,17
4576,Online,8,10
4576,Online,12,17
4577,Online,12,15
4578,In-store,8,16
4578,In-store,5,12
4579,Online,15,20
4579,In-store,6,11
4580,In-store,5,11
4580,In-store,6,10
4580,Online,11,16
4581,In-store,7,14
4582,In-store,8,15
4582,Online,8,13
4582,Online,14,17
4583,In-store,6,10
4583,In-store,8,10
4584,In-store,8,16
4584,In-store,10,14
4585,In-store,10,12
4586,Online,8,13
4587,In-store,5,10
4587,Online,8,10
4588,In-store,10,13
4589,In-store,8,12
4589,Online,15,18
4589,In-store,5,9
4589,In-store,5,7
4590,In-store,9,17
4590,In-store,9,16
4591,Online,9,13
4591,Online,12,17
4591,In-store,7,11
4591,Online,9,15
4592,In-store,5,10
4593,In-store,7,9
4594,In-store,8,10
4595,Online,8,16
4596,In-store,7,12
4596,Online,12,18
4597,In-store,7,10
4597,Online,13,21
4597,In-store,8,16
4598,In-store,8,16
4599,Online,8,15
4600,Online,9,11
4601,Online,15,19
4602,Online,15,23
4602,In-store,5,11
4602,In-store,9,16
4603,In-store,8,16
4603,Online,13,16
4603,In-store,9,14
4603,In-store,8,13
4603,Online,10,15
4604,In-store,9,11
4604,In-store,10,16
4605,In-store,7,12
4606,In-store,7,13
4607,In-store,9,15
4607,In-store,5,8
4608,Online,13,20
4608,Online,11,15
4608,Online,13,18
4608,In-store,10,18
4609,In-store,7,11
4610,Online,8,11
4611,In-store,9,16
4611,In-store,6,9
4611,In-store,9,13
4611,In-store,10,18
4611,In-store,6,13
4611,In-store,6,11
4611,In-store,7,14
4611,In-store,5,10
4611,Online,14,20
4611,Online,12,18
4611,Online,15,18
4612,In-store,6,12
4613,In-store,9,15
4614,Online,15,18
4615,Online,8,12
4615,In-store,5,7
4616,Online,12,15
4617,Online,14,16
4617,Online,11,17
4617,Online,8,15
4617,In-store,5,13
4618,Online,13,18
4619,Online,12,15
4619,Online,13,20
4619,In-store,10,14
4620,In-store,10,15
4621,In-store,8,14
4621,Online,13,18
4621,Online,11,18
4621,In-store,8,14
4622,Online,15,23
4622,Online,8,10
4623,In-store,10,17
4623,Online,9,15
4623,Online,11,19
4623,In-store,6,11
4623,Online,9,11
4623,Online,12,16
4623,Online,14,18
4623,In-store,8,12
4623,Online,8,13
4623,In-store,5,9
4623,Online,10,16
4623,In-store,9,12
4623,In-store,10,17
4624,Online,9,12
4625,In-store,5,13
4625,Online,10,14
4625,Online,11,15
4625,Online,9,14
4626,In-store,9,12
4627,Online,8,16
4627,Online,10,12
4628,In-store,9,12
4628,In-store,7,13
4628,In-store,5,8
4629,In-store,10,13
4629,In-store,10,15
4630,Online,12,14
4630,Online,8,11
4630,In-store,5,12
4630,Online,8,12
4631,In-store,6,10
4631,In-store,10,17
4632,Online,11,15
